Iteration,Alpha
1983,"0.3834505071122852,0.24690919239509518,0.14062065416623928,0.10913604282515756,0.06542645168874087,0.05445715181248194"
1984,"0.38377090199364716,0.24682128524279365,0.14061336639415029,0.10901287324534421,0.06538616817360698,0.05439540495045755"
1985,"0.38411149358270696,0.2466573604028855,0.14062954916777515,0.10897562339112683,0.06529693980883686,0.054329033646668655"
1986,"0.3839578169736073,0.24663363404610852,0.14072660035237747,0.10903616320402684,0.06530674914565625,0.05433903627822369"
1987,"0.38387452120691135,0.2466122126310745,0.14069364823650587,0.10905554307350311,0.06536533124474811,0.05439874360725699"
1988,"0.3840882681786147,0.24657882371411174,0.14068114172146529,0.10894376392058172,0.06533768104355361,0.054370321421672994"
1989,"0.38399915250803907,0.2464696572491938,0.14074057266052173,0.10901184146503422,0.06536767934289933,0.05441109677431188"
1990,"0.38412074285784115,0.24622520234846224,0.14072616922637884,0.1089846842355978,0.06543950005771416,0.05450370127400588"
1991,"0.3842548561590687,0.24630023245621926,0.14063476563249963,0.10894959872396795,0.06538823210010246,0.054472314928142036"
1992,"0.3844961709898413,0.24625936357676745,0.14056277632312378,0.10886447500113072,0.06536836570140668,0.05444884840773003"
1993,"0.38472334457011764,0.2461744925214975,0.14047464202076596,0.10881379085873338,0.06532800396697859,0.054485726061906894"
1994,"0.3849261526967358,0.24611196572756,0.14045091110032168,0.10878174380115029,0.06527309778505776,0.05445612888917459"
1995,"0.3851500401759618,0.2463781543143872,0.14025366359265728,0.10861967442516104,0.06521208583031908,0.054386381661513626"
1996,"0.3851652380143164,0.24633277628630262,0.14028253192882245,0.10865585593870289,0.06518215785799845,0.05438143997385714"
1997,"0.3849921222576044,0.2462421187363205,0.14036045594593186,0.10869255712547052,0.06525424329819789,0.05445850263647495"
1998,"0.38518200731323166,0.2462512646145973,0.1402675649005253,0.10864599298537192,0.06520789441775321,0.05444527576852064"
1999,"0.38531855603461057,0.24631514525694642,0.14015116690708204,0.10860341444777775,0.06517846876030209,0.054433248593280976"
2000,"0.38500132943679777,0.24643025151634013,0.1402274372209438,0.10863418925526992,0.0652311575700392,0.054475635000609146"
2001,"0.38483159501708303,0.24641804825649982,0.1403054578493812,0.1087020593871195,0.06525929152982007,0.054483547960096385"
2002,"0.38478033596437006,0.24646766893655842,0.14033736438816155,0.10869035894178684,0.06524276258792887,0.05448150918119427"
2003,"0.3847382414564417,0.2465344482348744,0.1403700371114371,0.10863548771296647,0.06526347644809452,0.05445830903618593"
2004,"0.38500849952773,0.2465676487549781,0.14025520968513022,0.10850540211402865,0.06518771418113643,0.05447552573699667"
2005,"0.3855592778021526,0.2462846407787983,0.1400723452446928,0.10844678803880294,0.06518864755630827,0.05444830057924513"
2006,"0.3856218859314095,0.24613830439789433,0.14011838112728453,0.10837013550235722,0.06525930940472342,0.05449198363633081"
2007,"0.3857735843241251,0.24621251038640318,0.1400796680994013,0.10828986197752398,0.06522674677917391,0.05441762843337242"
2008,"0.3859221652559674,0.24614299728330125,0.14006615711567857,0.10832818697142665,0.06520353249967689,0.05433696087394925"
2009,"0.3862670490741958,0.24622589581134205,0.14001632339315725,0.1081954114657702,0.0651385355386631,0.05415678471687164"
2010,"0.3863912324171134,0.24613331535675992,0.1400140365059755,0.10821619533225674,0.06509763380731057,0.05414758658058388"
2011,"0.38645650092637657,0.2460779965485799,0.1400521377922924,0.10822326104627142,0.06506890741567155,0.05412119627080812"
2012,"0.38667401051181693,0.24617440628938786,0.13990176359329104,0.10811460744347949,0.0650470961447433,0.05408811601728124"
2013,"0.3870528864769291,0.24627604085218308,0.13976457621233726,0.10798903513062239,0.0649412035199927,0.053976257807935475"
2014,"0.38736092491742596,0.24627174296991755,0.1396355790501714,0.10788901039717003,0.06487878409822467,0.05396395856709043"
2015,"0.3877314947979246,0.2462743806557309,0.13962497247044506,0.10780760482536043,0.06477901427416412,0.053782532976374836"
2016,"0.38774555966529994,0.2460084137027951,0.1395123350523514,0.1078212035950008,0.06493655696199642,0.053975931022556434"
2017,"0.38773080997138587,0.24603248666807126,0.13953651777600395,0.10785095317506081,0.06490675111160546,0.053942481297872734"
2018,"0.38741726981431185,0.24607450581375684,0.13965309035286702,0.10796980885146866,0.06491377308062211,0.053971552086973545"
2019,"0.3870821892031402,0.2460200503093687,0.13972591725216607,0.10803918572500308,0.06505654832390446,0.054076109186417434"
2020,"0.38695588724466057,0.24615770269721873,0.1397278237550417,0.10804078908037597,0.06502759905407426,0.05409019816862883"
2021,"0.3870098970736412,0.2462881543076484,0.1397927997949985,0.10797695239480684,0.06495101943208893,0.05398117699681606"
2022,"0.3864753318993767,0.2464735113317125,0.1399232031919068,0.10809979322612495,0.06499467046115433,0.054033489889724735"
2023,"0.3866679663350535,0.24654844390132846,0.1398392098592426,0.10804844792908563,0.06492223108190484,0.05397370089338503"
2024,"0.3869103195472551,0.24679064110455726,0.139711675771006,0.10789727051965615,0.06479976301156568,0.053890330045959944"
2025,"0.38702689833678866,0.2466615561298879,0.13968592421219606,0.1079078735150276,0.06481588983061483,0.05390185797548494"
2026,"0.38672784421237016,0.24641785972749838,0.13992735398999304,0.10804720135862149,0.06490419350840375,0.05397554720311312"
2027,"0.38679847321254923,0.2465097568746883,0.13992978457458505,0.10801412320307023,0.06486177466138587,0.05388608747372136"
2028,"0.3867987005103936,0.24674151132470737,0.13985122148680734,0.10795231582274352,0.06483372097823235,0.05382252987711564"
2029,"0.3871285729209053,0.24664641122095418,0.13974147196886863,0.10788239047106482,0.06479301835361959,0.05380813506458754"
2030,"0.3870721279706144,0.2467923202026942,0.13970387607529794,0.10786050681816434,0.06477161931656181,0.05379954961666722"
2031,"0.3866321006481595,0.24677518226644052,0.13983321695831177,0.10802491038685261,0.06485080532239294,0.05388378441784258"
2032,"0.38633204772063057,0.24662467792447132,0.13989018938743128,0.10816558872729329,0.06498188119506874,0.05400561504510475"
2033,"0.3861962857534067,0.24663704191618774,0.1398750300942364,0.10821792929294553,0.06503031366245177,0.0540433992807717"
2034,"0.3865959136065302,0.24624665301274634,0.13982714934765636,0.10822970917530592,0.06501180764218105,0.05408876721558006"
2035,"0.3862657485978673,0.2460129751147994,0.1401057176073584,0.10831117011079103,0.0651311327914441,0.05417325577773987"
2036,"0.3864970590187216,0.24600345371908244,0.14008539676180531,0.10829572661326785,0.06500979287906139,0.05410857100806145"
2037,"0.3862509003922029,0.2460543124043507,0.1402169602926247,0.10833788380530489,0.06502500931358525,0.05411493379193153"
2038,"0.3864103253774928,0.24607680022500153,0.14018084382250434,0.10831389813881621,0.0649777905902219,0.05404034184596317"
2039,"0.38666066109007907,0.24609347531523884,0.14015379995214208,0.1082023827004972,0.06494665001797528,0.05394303092406769"
2040,"0.3869005351688456,0.24626799067881008,0.14007376031056737,0.10805732927826929,0.0648397464136722,0.05386063814983556"
2041,"0.38676700739367714,0.24641779262935481,0.14009831380529555,0.10809708066131998,0.06482187748503504,0.05379792802531762"
2042,"0.386855359728344,0.24648622787804192,0.1402160474681588,0.10812552201707186,0.06465756815767994,0.05365927475070356"
2043,"0.38658269077767016,0.24652458274211925,0.14027628404569295,0.10820625600014332,0.0646947741713418,0.05371541226303259"
2044,"0.3867242055530364,0.2464358307573688,0.14034461249045302,0.10819074854169819,0.06464704818605875,0.05365755447138485"
2045,"0.38709890004443387,0.24670021226557934,0.1401561925158569,0.10799196627612964,0.06450114397608361,0.05355158492191657"
2046,"0.3873136031988447,0.24683085701993457,0.14015472456689138,0.10785683370317972,0.06440297128865101,0.053441010222498496"
2047,"0.3877397793343468,0.246677267957137,0.14013357882656222,0.10777743854946122,0.06431303167245267,0.053358903660040154"
2048,"0.3876053344680466,0.24653956886021,0.14027799273441788,0.10783411992252198,0.06436483102103675,0.053378152993766824"
2049,"0.38804766186525275,0.24641515305438677,0.14020379015639817,0.10773892387779199,0.06429005853417183,0.05330441251199857"
2050,"0.38808883226973173,0.2463119828458819,0.14021906767628992,0.1077662224337523,0.06429877474289594,0.053315120031448206"
2051,"0.38783714270428044,0.2463804552932547,0.14028021264466606,0.10783427002301582,0.06432334331904291,0.05334457601574014"
2052,"0.38772035507427327,0.24634847609407576,0.14027611346235244,0.10789282748948521,0.06439371762533382,0.05336851025447955"
2053,"0.3876500106856474,0.24639116398964445,0.14028982072876414,0.10787626227762233,0.06440341805984437,0.053389324258477214"
2054,"0.38748663369538955,0.24624978041866902,0.1403646455770835,0.10796075539072066,0.06448784682286368,0.05345033809527354"
2055,"0.38746223463351726,0.24619835790255656,0.14041094135425364,0.10798893553386324,0.06451299067417599,0.053426539901633194"
2056,"0.3873627348879723,0.24610985640309035,0.14053116783912503,0.10807364780778467,0.06449563005464651,0.05342696300738106"
2057,"0.38729774869080985,0.24609162002423168,0.14053356481371249,0.10807927919831335,0.06452497605474976,0.0534728112181829"
2058,"0.38686289845049604,0.24628375031361305,0.14063970907189569,0.10814171550863273,0.06457700500364473,0.05349492165171789"
2059,"0.38645871291497025,0.24630823475064606,0.14073405778529488,0.10826510216688556,0.06465777699754159,0.05357611538466157"
2060,"0.3870079169909182,0.24620130557762956,0.140602980825104,0.10813124128925826,0.06456952937189256,0.05348702594519737"
2061,"0.3872433411758738,0.2460329838741785,0.14059133665806578,0.1081108934431266,0.06453752606801837,0.05348391878073708"
2062,"0.38790942730077643,0.24612060404722266,0.14042071844261703,0.10787468103998439,0.06435587021076972,0.05331869895862974"
2063,"0.38819382611088993,0.24623333309156956,0.1402808137064175,0.1077560477157943,0.06427200585694963,0.0532639735183792"
2064,"0.3880994509442937,0.2462322134869536,0.14036338102673118,0.10778051206793485,0.06427299521683821,0.05325144725724845"
2065,"0.3884823608614549,0.24620112771655905,0.1403000888517755,0.10765496974177528,0.06419245806705645,0.05316899476137878"
2066,"0.3886751862397577,0.24626376830198976,0.14023633021626192,0.10757043601797447,0.06412744230567138,0.05312683691834478"
2067,"0.3888110347716306,0.2462819835902544,0.14018354376804618,0.1075150667842183,0.06410578389809196,0.053102587187758635"
2068,"0.3888198982342829,0.24611114936729683,0.14022816087054985,0.10753159493081643,0.06414938542101577,0.05315981117603812"
2069,"0.3892644028022153,0.24616837419553161,0.14001132082213819,0.10740263328808301,0.06405902486873069,0.053094244023301075"
2070,"0.38951036430390845,0.2462058468778019,0.13992008286380922,0.1072982395237938,0.06401165482803514,0.05305381160265146"
2071,"0.38976124063723316,0.24604756064172423,0.13988514522647408,0.10725864053150098,0.06400948221196506,0.053037930751102406"
2072,"0.38992981131126603,0.24607180696446893,0.1397701913416352,0.10722769009870987,0.06397959268593173,0.053020907597988345"
2073,"0.38984361531135003,0.24610078428411788,0.13977686780739174,0.10726297384479168,0.06400638106397966,0.053009377688369004"
2074,"0.3892253902268673,0.24619080398466428,0.13999357618997427,0.10743992911778795,0.06407712981845415,0.053073170662251985"
2075,"0.3895107089773169,0.24608809036175658,0.14002855334832803,0.10736948170577347,0.06401824741654533,0.05298491819027968"
2076,"0.3895652619788278,0.24584482709971073,0.14011991213096173,0.10743987970708511,0.06403386418066351,0.05299625490275124"
2077,"0.3897766826265398,0.24605287244887325,0.14020869247812476,0.10730885704890927,0.06383432461417585,0.052818570783377"
2078,"0.39002155853478254,0.24591081491978184,0.14020360837234505,0.10729904452239714,0.06380143241457885,0.0527635412361144"
2079,"0.39017354570393964,0.2459592626673855,0.14007112016879972,0.10727145434786349,0.06376664093786312,0.05275797617414858"
2080,"0.3899119076477638,0.2458831165624815,0.14010404469395818,0.10737936312201403,0.06384296392783959,0.05287860404594298"
2081,"0.39045381891345765,0.24576729818368356,0.13999641510812352,0.10725363853174195,0.06375828351282958,0.052770545750163766"
2082,"0.3905866748079977,0.24569426958352544,0.1399532999742117,0.10725743598445986,0.06375849275243686,0.05274982689736849"
2083,"0.3905843038841667,0.24563702743942417,0.1400937533638745,0.10726187322232117,0.06372066872160459,0.05270237336860886"
2084,"0.3907241146382721,0.24550782652423667,0.14009502028139326,0.1072213065782833,0.06371430533567227,0.05273742664214229"
2085,"0.39064317353863864,0.24556364883737097,0.1401275773614857,0.10721231519463768,0.06370303240117438,0.052750252666692594"
2086,"0.3907182768721716,0.24549241176729572,0.14009083571426376,0.10721643380213967,0.06372921332615826,0.05275282851797106"
2087,"0.3911383561012904,0.24543525004760292,0.1400110440934547,0.1071033660368306,0.06366916299158404,0.052642820729237455"
2088,"0.3910937218302023,0.24543965050625907,0.14007235760970546,0.10712797924053323,0.06366054959167594,0.05260574122162397"
2089,"0.3907482462762697,0.24552663772030622,0.1401489134300459,0.10719917546238558,0.06373138444787516,0.052645642663117276"
2090,"0.3906638081928967,0.2454287589085057,0.14022547489703127,0.10723036233599312,0.0637607066159592,0.05269088904961406"
2091,"0.3905008798022729,0.24550421920063137,0.14030100758789388,0.1072466018581876,0.06374859273869174,0.052698698812322496"
2092,"0.3904667355801017,0.24564330094999315,0.14026350419551695,0.10721490213582277,0.06373414496030605,0.052677412178259435"
2093,"0.3902794632336134,0.24569742343703324,0.1403735711213156,0.10724903579542479,0.06372751587562601,0.05267299053698695"
2094,"0.390238641493394,0.24570810071670082,0.14037522448385445,0.10726654937392521,0.06373594936908644,0.05267553456303899"
2095,"0.3899269958246234,0.24579269493330147,0.14048068678739203,0.10730064632377899,0.06378431722768764,0.052714658903216485"
2096,"0.3900414300641799,0.2457828190347984,0.14040522189997773,0.10728663930546767,0.06378189188773821,0.05270199780783813"
2097,"0.39082244045522746,0.2459663106308607,0.1400303371496153,0.10699716207718755,0.0636035525578563,0.052580197129252604"
2098,"0.390947055706396,0.24575925921524472,0.14004978401007845,0.10703570869851534,0.06363425251586471,0.05257393985390092"
2099,"0.3907883955758445,0.2457863898331743,0.14007586750998077,0.10708370003361509,0.06364855161226049,0.052617095435124765"
2100,"0.39064610637551195,0.2458508514044281,0.14006047278313938,0.10712632255205115,0.06367499952301067,0.052641247361858684"
2101,"0.39061034396234945,0.24588253472780033,0.1400182854736071,0.10714845148879364,0.06367896597992402,0.05266141836752543"
